Country,ISO_3,ISO_numeric,Region,Year,Population,Prevalence_100k_population,Prevalence_100k_population_low,Prevalence_100k_population_high,Prevalence,Prevalence_low,Prevalence_high,Prevalence_method,Mortality_100k_population,Mortality_100k_population_low,Mortality_100k_population_high,Deaths,Deaths_low,Deaths_high,HIV_mortality_100k_population,HIV_mortality_100k_population_low,HIV_mortality_100k_population_high,HIV_deaths,HIV_deaths_low,HIV_deaths_high,HIV_mortality_method,Incidence,Incidence_low,Incidence_high,Incidence_cases,Incidence_cases_low,Incidence_cases_high,Incidence_method,HIV_in_percent,HIV_in_percent_low,HIV_in_percent_high,HIV_incidence_100k_pupulation,HIV_incidence_100k_pupulation_low,HIV_incidence_100k_pupulation_high,HIV_incidence,HIV_incidence_low,HIV_incidence_high,Case_detection_rate,Case_detection_rate_low,Case_detection_rate_high
Tunisia,TUN,788,EMR,1992,8499285,39.0,16.0,71.0,3300.0,1400.0,6000.0,predicted,2.3,1.2,3.4,200.0,110.0,290.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,30.0,29.0,32.0,2600.0,2400.0,2700.0,High income,0.02,0.02,0.02,0.01,0.01,0.01,0.45,0.43,0.48,84.0,80.0,89.0
Tunisia,TUN,788,EMR,1993,8672158,40.0,17.0,72.0,3400.0,1500.0,6200.0,predicted,2.4,1.3,3.3,210.0,120.0,290.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,31.0,29.0,32.0,2700.0,2500.0,2800.0,High income,0.02,0.02,0.02,0.01,0.01,0.01,0.53,0.5,0.56,97.0,92.0,100.0
Tunisia,TUN,788,EMR,1994,8834117,40.0,17.0,72.0,3500.0,1500.0,6400.0,predicted,2.5,1.4,3.3,220.0,120.0,290.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,31.0,29.0,32.0,2700.0,2500.0,2900.0,High income,0.03,0.02,0.03,0.01,0.01,0.01,0.67,0.62,0.72,88.0,83.0,94.0
Tunisia,TUN,788,EMR,1995,8982649,40.0,17.0,72.0,3600.0,1500.0,6400.0,predicted,2.6,1.4,3.4,230.0,130.0,300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,30.0,28.0,32.0,2700.0,2600.0,2900.0,High income,0.03,0.03,0.03,0.01,0.01,0.01,0.74,0.69,0.8,87.0,82.0,93.0
Tunisia,TUN,788,EMR,1996,9116617,39.0,17.0,70.0,3500.0,1500.0,6400.0,predicted,2.5,1.5,3.4,230.0,130.0,310.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,30.0,28.0,31.0,2700.0,2500.0,2900.0,High income,0.03,0.03,0.04,0.01,0.01,0.01,0.86,0.8,0.92,88.0,83.0,94.0
Tunisia,TUN,788,EMR,1997,9237249,37.0,16.0,67.0,3400.0,1500.0,6200.0,predicted,2.5,1.4,3.3,230.0,130.0,310.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,29.0,27.0,30.0,2700.0,2500.0,2800.0,High income,0.04,0.03,0.04,0.01,0.01,0.01,0.98,0.92,1.0,68.21785056733034,61.959409120102755,75.85449154356668
Tunisia,TUN,788,EMR,1998,9347451,35.0,15.0,64.0,3300.0,1400.0,6000.0,predicted,2.4,1.4,3.4,220.0,130.0,320.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,27.0,26.0,29.0,2600.0,2400.0,2700.0,High income,0.04,0.04,0.05,0.01,0.01,0.01,1.1,1.0,1.1,86.0,82.0,91.0
Tunisia,TUN,788,EMR,1999,9451481,34.0,14.0,61.0,3200.0,1400.0,5800.0,predicted,2.2,1.3,3.4,210.0,120.0,320.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,26.0,25.0,28.0,2500.0,2400.0,2600.0,High income,0.05,0.05,0.05,0.01,0.01,0.01,1.2,1.1,1.3,87.0,83.0,92.0
Tunisia,TUN,788,EMR,2000,9552776,33.0,14.0,59.0,3100.0,1300.0,5600.0,predicted,2.1,1.2,3.3,200.0,120.0,310.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,25.0,24.0,26.0,2400.0,2300.0,2500.0,High income,0.06,0.05,0.06,0.01,0.01,0.01,1.3,1.2,1.4,85.0,81.0,89.0
Tunisia,TUN,788,EMR,2001,9652120,31.0,13.0,57.0,3000.0,1300.0,5500.0,predicted,2.0,1.2,3.1,200.0,120.0,300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,24.0,23.0,25.0,2300.0,2200.0,2400.0,High income,0.06,0.05,0.06,0.01,0.01,0.01,1.3,1.3,1.4,83.0,80.0,88.0
Tunisia,TUN,788,EMR,2002,9749636,30.0,13.0,55.0,3000.0,1200.0,5400.0,predicted,2.0,1.2,3.0,190.0,110.0,290.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,24.0,23.0,25.0,2300.0,2200.0,2400.0,High income,0.06,0.06,0.07,0.01,0.01,0.02,1.4,1.3,1.5,82.0,79.0,86.0
Tunisia,TUN,788,EMR,2003,9847323,30.0,13.0,54.0,2900.0,1200.0,5300.0,predicted,2.0,1.2,2.9,190.0,110.0,290.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,23.0,22.0,24.0,2300.0,2200.0,2400.0,High income,0.08,0.07,0.08,0.02,0.02,0.02,1.7,1.6,1.8,86.0,82.0,90.0
Tunisia,TUN,788,EMR,2004,9947369,30.0,12.0,54.0,2900.0,1200.0,5400.0,predicted,2.0,1.2,2.9,190.0,110.0,280.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,23.0,22.0,24.0,2300.0,2200.0,2400.0,High income,0.09,0.08,0.1,0.02,0.02,0.02,2.1,2.0,2.2,87.0,82.0,91.0
Tunisia,TUN,788,EMR,2005,10051352,30.0,13.0,55.0,3000.0,1300.0,5500.0,predicted,2.0,1.2,2.9,200.0,120.0,290.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,23.0,22.0,25.0,2300.0,2200.0,2500.0,High income,0.11,0.1,0.12,0.03,0.02,0.03,2.5,2.4,2.7,89.0,84.0,93.0
Tunisia,TUN,788,EMR,2006,10160243,31.0,13.0,56.0,3200.0,1400.0,5700.0,predicted,2.1,1.2,2.9,210.0,120.0,300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,24.0,23.0,25.0,2400.0,2300.0,2500.0,High income,0.13,0.12,0.14,0.03,0.03,0.03,3.1,3.0,3.3,88.0,84.0,91.0
Tunisia,TUN,788,EMR,2007,10273932,32.0,14.0,58.0,3300.0,1400.0,6000.0,predicted,2.2,1.3,3.1,220.0,130.0,320.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,25.0,24.0,26.0,2500.0,2400.0,2700.0,High income,0.15,0.14,0.16,0.04,0.04,0.04,3.9,3.7,4.1,90.0,86.0,94.0
Tunisia,TUN,788,EMR,2008,10391460,34.0,15.0,61.0,3500.0,1500.0,6300.0,predicted,2.2,1.4,3.3,230.0,140.0,350.0,0.01,0.01,0.01,1.0,0.57,1.5,Indirect,26.0,25.0,27.0,2700.0,2600.0,2800.0,High income,0.18,0.17,0.2,0.05,0.05,0.05,4.9,4.7,5.2,85.0,81.0,88.0
Tunisia,TUN,788,EMR,2009,10511204,35.0,15.0,64.0,3700.0,1600.0,6700.0,predicted,2.3,1.4,3.5,240.0,150.0,370.0,0.01,0.01,0.01,1.0,0.57,1.5,Indirect,27.0,26.0,29.0,2800.0,2700.0,3000.0,High income,0.22,0.21,0.24,0.06,0.06,0.06,6.3,6.0,6.7,76.0,72.0,79.0
Tunisia,TUN,788,EMR,2010,10631830,37.0,16.0,66.0,3900.0,1700.0,7100.0,predicted,2.4,1.4,3.6,250.0,150.0,390.0,0.01,0.01,0.01,1.0,0.59,1.5,Indirect,28.0,27.0,30.0,3000.0,2900.0,3200.0,High income,0.27,0.25,0.29,0.08,0.07,0.08,8.0,7.5,8.5,79.0,75.0,83.0
Tunisia,TUN,788,EMR,2011,10753073,37.0,15.0,69.0,4000.0,1700.0,7400.0,predicted,2.3,1.3,3.7,250.0,140.0,390.0,0.01,0.01,0.01,1.0,0.57,1.5,Indirect,29.0,28.0,31.0,3200.0,3000.0,3400.0,High income,0.33,0.3,0.35,0.1,0.09,0.1,10.0,9.6,11.0,95.0,90.0,100.0
Tunisia,TUN,788,EMR,2012,10874915,38.0,15.0,71.0,4100.0,1600.0,7800.0,predicted,2.3,1.1,3.7,250.0,120.0,400.0,0.02,0.01,0.02,2.0,1.5,2.5,Indirect,31.0,28.0,33.0,3300.0,3100.0,3600.0,High income,0.38,0.34,0.42,0.12,0.11,0.12,13.0,12.0,14.0,97.0,91.0,110.0
Tunisia,TUN,788,EMR,2013,10996515,38.0,14.0,73.0,4200.0,1500.0,8100.0,predicted,2.1,0.78,3.8,230.0,85.0,420.0,0.02,0.01,0.03,2.0,1.1,3.1,Indirect,32.0,29.0,34.0,3500.0,3200.0,3800.0,High income,0.43,0.38,0.49,0.14,0.12,0.15,15.0,13.0,16.0,87.0,81.0,96.0
Turkey,TUR,792,EUR,1990,53994605,51.0,20.0,95.0,27000.0,11000.0,51000.0,NTP,6.2,1.4,14.0,3400.0,780.0,7800.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,53.0,49.0,57.0,28000.0,27000.0,31000.0,High income,0.0,0.0,0.01,0.0,0.0,0.0,1.4,1.3,1.5,86.0,79.0,92.0
Turkey,TUR,792,EUR,1991,54911233,51.0,21.0,94.0,28000.0,11000.0,52000.0,NTP,5.4,1.3,12.0,3000.0,700.0,6800.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,52.0,49.0,56.0,28000.0,27000.0,31000.0,High income,0.01,0.01,0.01,0.0,0.0,0.0,2.0,1.9,2.1,89.0,82.0,93.0
Turkey,TUR,792,EUR,1992,55815175,50.0,21.0,93.0,28000.0,12000.0,52000.0,NTP,4.7,1.3,10.0,2600.0,720.0,5800.0,0.0,0.0,0.0,1.0,0.57,1.5,VR,51.0,49.0,54.0,28000.0,27000.0,30000.0,High income,0.01,0.01,0.01,0.01,0.0,0.01,2.9,2.7,3.1,90.0,84.0,94.0
Turkey,TUR,792,EUR,1993,56713073,50.0,21.0,93.0,29000.0,12000.0,52000.0,NTP,4.6,1.4,9.8,2600.0,770.0,5600.0,0.0,0.0,0.0,1.0,0.57,1.5,VR,50.0,48.0,53.0,28000.0,27000.0,30000.0,High income,0.01,0.01,0.02,0.01,0.01,0.01,3.8,3.6,4.0,68.21785056733034,61.959409120102755,75.85449154356668
Turkey,TUR,792,EUR,1994,57613441,56.0,25.0,98.0,32000.0,15000.0,56000.0,NTP,4.9,1.6,10.0,2800.0,910.0,5800.0,0.0,0.0,0.0,1.0,0.61,1.5,VR,49.0,46.0,52.0,28000.0,27000.0,30000.0,High income,0.02,0.02,0.02,0.01,0.01,0.01,5.0,4.5,5.3,68.21785056733034,61.959409120102755,75.85449154356668
Turkey,TUR,792,EUR,1995,58522320,58.0,28.0,98.0,34000.0,16000.0,57000.0,NTP,4.0,1.5,7.8,2400.0,860.0,4600.0,0.0,0.0,0.0,1.0,0.62,1.5,VR,48.0,44.0,50.0,28000.0,26000.0,29000.0,High income,0.02,0.02,0.02,0.01,0.01,0.01,6.2,5.6,6.5,83.0,78.0,88.0
Turkey,TUR,792,EUR,1996,59442502,56.0,27.0,95.0,33000.0,16000.0,56000.0,NTP,3.5,1.2,7.0,2100.0,720.0,4200.0,0.0,0.0,0.0,1.0,0.57,1.5,VR,46.0,42.0,48.0,27000.0,25000.0,29000.0,High income,0.03,0.02,0.03,0.01,0.01,0.01,7.1,6.6,7.5,75.0,71.0,80.0
Turkey,TUR,792,EUR,1997,60372413,56.0,27.0,94.0,34000.0,16000.0,57000.0,NTP,3.2,1.2,6.1,1900.0,700.0,3700.0,0.0,0.0,0.0,1.0,0.57,1.5,VR,43.0,41.0,46.0,26000.0,25000.0,27000.0,High income,0.03,0.03,0.03,0.01,0.01,0.01,7.5,7.0,8.2,99.0,94.0,100.0
Turkey,TUR,792,EUR,1998,61308204,49.0,24.0,84.0,30000.0,14000.0,52000.0,NTP,3.0,1.2,5.5,1800.0,760.0,3400.0,0.0,0.0,0.0,1.0,0.57,1.5,VR,41.0,38.0,42.0,25000.0,24000.0,26000.0,High income,0.03,0.03,0.04,0.01,0.01,0.01,7.6,7.2,9.2,100.0,98.0,110.0
Turkey,TUR,792,EUR,1999,62243779,47.0,23.0,80.0,29000.0,14000.0,50000.0,NTP,2.7,1.3,4.7,1700.0,790.0,2900.0,0.0,0.0,0.0,1.0,0.57,1.5,VR,38.0,36.0,40.0,24000.0,23000.0,25000.0,High income,0.03,0.03,0.04,0.01,0.01,0.02,8.1,7.6,11.0,93.0,89.0,97.0
Turkey,TUR,792,EUR,2000,63174483,45.0,22.0,76.0,28000.0,14000.0,48000.0,NTP,3.2,1.3,5.8,2000.0,840.0,3700.0,0.0,0.0,0.0,2.0,1.5,2.5,VR,36.0,35.0,38.0,23000.0,22000.0,24000.0,High income,0.04,0.03,0.05,0.01,0.01,0.02,9.1,8.5,12.0,79.0,74.0,82.0
Turkey,TUR,792,EUR,2001,64100297,42.0,20.0,71.0,27000.0,13000.0,45000.0,NTP,2.7,1.2,4.9,1700.0,760.0,3100.0,0.0,0.0,0.0,2.0,1.1,3.1,VR,35.0,33.0,36.0,22000.0,21000.0,23000.0,High income,0.05,0.05,0.06,0.02,0.02,0.02,12.0,11.0,13.0,78.0,74.0,81.0
Turkey,TUR,792,EUR,2002,65022300,38.0,18.0,64.0,24000.0,12000.0,42000.0,NTP,2.2,1.0,4.0,1500.0,650.0,2600.0,0.0,0.0,0.01,3.0,2.1,4.1,VR,33.0,32.0,35.0,22000.0,21000.0,23000.0,High income,0.07,0.07,0.08,0.02,0.02,0.03,16.0,14.0,17.0,83.0,80.0,86.0
Turkey,TUR,792,EUR,2003,65938265,34.0,16.0,58.0,22000.0,11000.0,38000.0,NTP,1.8,0.89,3.1,1200.0,590.0,2100.0,0.01,0.0,0.01,4.0,3.1,5.0,VR,33.0,31.0,34.0,21000.0,21000.0,22000.0,High income,0.1,0.09,0.12,0.03,0.02,0.03,22.0,16.0,23.0,84.0,80.0,87.0
Turkey,TUR,792,EUR,2004,66845635,30.0,14.0,53.0,20000.0,9400.0,35000.0,NTP,1.1,0.5,1.8,700.0,330.0,1200.0,0.01,0.0,0.01,5.0,3.2,7.1,VR,32.0,31.0,34.0,21000.0,20000.0,23000.0,High income,0.14,0.11,0.17,0.04,0.03,0.05,30.0,19.0,30.0,82.0,78.0,86.0
Turkey,TUR,792,EUR,2005,67743052,28.0,13.0,48.0,19000.0,8600.0,33000.0,NTP,1.5,0.86,2.2,990.0,590.0,1500.0,0.01,0.01,0.01,7.0,4.8,9.7,VR,31.0,30.0,33.0,21000.0,20000.0,22000.0,High income,0.18,0.14,0.22,0.06,0.03,0.06,38.0,23.0,38.0,93.0,88.0,98.0
Turkey,TUR,792,EUR,2006,68626337,26.0,12.0,44.0,18000.0,8200.0,30000.0,NTP,0.88,0.65,1.2,610.0,450.0,790.0,0.01,0.01,0.01,7.0,5.0,9.4,VR,31.0,29.0,32.0,21000.0,20000.0,22000.0,High income,0.2,0.16,0.24,0.06,0.04,0.06,41.0,25.0,41.0,93.0,89.0,98.0
Turkey,TUR,792,EUR,2007,69496513,25.0,12.0,44.0,17000.0,8000.0,30000.0,NTP,0.92,0.68,1.2,640.0,470.0,830.0,0.01,0.01,0.01,7.0,5.1,9.2,VR,30.0,28.0,31.0,21000.0,20000.0,21000.0,High income,0.21,0.18,0.25,0.06,0.04,0.06,44.0,29.0,44.0,91.0,88.0,96.0
Turkey,TUR,792,EUR,2008,70363511,25.0,12.0,44.0,18000.0,8100.0,31000.0,NTP,1.0,0.75,1.3,710.0,530.0,920.0,0.01,0.01,0.02,10.0,7.2,13.0,VR,29.0,27.0,30.0,20000.0,19000.0,21000.0,High income,0.28,0.24,0.32,0.08,0.06,0.08,57.0,42.0,57.0,86.0,84.0,91.0
Turkey,TUR,792,EUR,2009,71241080,25.0,12.0,43.0,18000.0,8400.0,31000.0,NTP,0.83,0.81,0.86,590.0,580.0,610.0,0.01,0.01,0.02,9.0,7.1,11.0,VR,28.0,26.0,29.0,20000.0,19000.0,20000.0,High income,0.27,0.24,0.29,0.07,0.06,0.07,53.0,43.0,53.0,85.0,82.0,90.0
Turkey,TUR,792,EUR,2010,72137546,24.0,11.0,42.0,17000.0,8100.0,30000.0,NTP,0.7,0.69,0.72,510.0,490.0,520.0,0.01,0.01,0.01,8.0,6.0,10.0,VR,26.0,25.0,27.0,19000.0,18000.0,20000.0,High income,0.29,0.27,0.32,0.08,0.07,0.08,55.0,50.0,55.0,84.0,81.0,90.0
Turkey,TUR,792,EUR,2011,73058638,24.0,11.0,41.0,17000.0,8000.0,30000.0,NTP,0.68,0.67,0.69,500.0,490.0,510.0,0.01,0.01,0.02,9.0,6.9,11.0,VR,24.0,23.0,26.0,18000.0,17000.0,19000.0,High income,0.35,0.33,0.37,0.08,0.08,0.08,62.0,58.0,62.0,85.0,81.0,90.0
Turkey,TUR,792,EUR,2012,73997128,23.0,11.0,40.0,17000.0,7900.0,30000.0,NTP,0.52,0.3,0.8,380.0,220.0,590.0,0.01,0.01,0.02,10.0,7.7,13.0,VR imputed,22.0,21.0,24.0,16000.0,15000.0,18000.0,High income,0.42,0.39,0.45,0.09,0.09,0.09,69.0,66.0,69.0,87.0,80.0,92.0
Turkey,TUR,792,EUR,2013,74932641,23.0,11.0,39.0,17000.0,7900.0,30000.0,NTP,0.42,0.24,0.65,310.0,180.0,480.0,0.01,0.01,0.02,10.0,7.3,13.0,VR imputed,20.0,19.0,22.0,15000.0,14000.0,17000.0,High income,0.51,0.47,0.56,0.1,0.1,0.1,76.0,73.0,76.0,88.0,78.0,92.0
Turkmenistan,TKM,795,EUR,1990,3668000,154.0,73.0,265.0,5600.0,2700.0,9700.0,predicted,15.0,12.0,18.0,550.0,440.0,670.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,94.0,76.0,115.0,3500.0,2800.0,4200.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,67.0,55.0,83.0
Turkmenistan,TKM,795,EUR,1991,3772350,186.0,87.0,324.0,7000.0,3300.0,12000.0,predicted,14.0,11.0,16.0,520.0,430.0,620.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,107.0,87.0,129.0,4100.0,3300.0,4900.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,58.0,48.0,71.0
Turkmenistan,TKM,795,EUR,1992,3881973,217.0,99.0,382.0,8400.0,3800.0,15000.0,predicted,14.0,11.0,17.0,530.0,430.0,640.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,120.0,99.0,144.0,4700.0,3800.0,5600.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,44.0,37.0,54.0
Turkmenistan,TKM,795,EUR,1993,3991917,247.0,109.0,438.0,9800.0,4400.0,17000.0,predicted,18.0,15.0,21.0,710.0,600.0,840.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,133.0,109.0,158.0,5300.0,4400.0,6300.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,52.0,44.0,63.0
Turkmenistan,TKM,795,EUR,1994,4095512,275.0,121.0,489.0,11000.0,5000.0,20000.0,predicted,17.0,14.0,20.0,700.0,580.0,830.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,145.0,120.0,173.0,5900.0,4900.0,7100.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,68.21785056733034,61.959409120102755,75.85449154356668
Turkmenistan,TKM,795,EUR,1995,4188010,300.0,131.0,539.0,13000.0,5500.0,23000.0,predicted,18.0,15.0,20.0,740.0,650.0,850.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,157.0,130.0,187.0,6600.0,5400.0,7800.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,29.0,25.0,36.0
Turkmenistan,TKM,795,EUR,1996,4267690,327.0,142.0,587.0,14000.0,6100.0,25000.0,predicted,24.0,21.0,28.0,1000.0,890.0,1200.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,170.0,140.0,202.0,7200.0,6000.0,8600.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,29.0,24.0,35.0
Turkmenistan,TKM,795,EUR,1997,4335991,350.0,151.0,631.0,15000.0,6500.0,27000.0,predicted,25.0,21.0,29.0,1100.0,930.0,1200.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,181.0,149.0,217.0,7900.0,6500.0,9400.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,44.0,37.0,53.0
Turkmenistan,TKM,795,EUR,1998,4395293,372.0,161.0,670.0,16000.0,7100.0,29000.0,predicted,25.0,21.0,29.0,1100.0,940.0,1300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR,193.0,157.0,231.0,8500.0,6900.0,10000.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,45.0,38.0,56.0
Turkmenistan,TKM,795,EUR,1999,4449427,390.0,168.0,703.0,17000.0,7500.0,31000.0,predicted,25.0,22.0,28.0,1100.0,960.0,1300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,202.0,164.0,243.0,9000.0,7300.0,11000.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,46.0,38.0,56.0
Turkmenistan,TKM,795,EUR,2000,4501419,399.0,173.0,717.0,18000.0,7800.0,32000.0,predicted,25.0,22.0,28.0,1100.0,970.0,1300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,208.0,169.0,251.0,9300.0,7600.0,11000.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,43.0,36.0,53.0
Turkmenistan,TKM,795,EUR,2001,4551762,402.0,174.0,722.0,18000.0,7900.0,33000.0,predicted,25.0,22.0,28.0,1100.0,980.0,1300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,209.0,170.0,253.0,9500.0,7800.0,11000.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,41.0,34.0,51.0
Turkmenistan,TKM,795,EUR,2002,4600171,395.0,172.0,708.0,18000.0,7900.0,33000.0,predicted,25.0,22.0,28.0,1100.0,990.0,1300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,206.0,168.0,248.0,9500.0,7700.0,11000.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,39.0,32.0,48.0
Turkmenistan,TKM,795,EUR,2003,4648037,385.0,167.0,690.0,18000.0,7800.0,32000.0,predicted,25.0,22.0,28.0,1200.0,1000.0,1300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,199.0,162.0,240.0,9300.0,7500.0,11000.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,47.0,39.0,57.0
Turkmenistan,TKM,795,EUR,2004,4696876,361.0,157.0,649.0,17000.0,7400.0,30000.0,predicted,25.0,22.0,28.0,1200.0,1000.0,1300.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,188.0,154.0,226.0,8800.0,7200.0,11000.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,38.0,32.0,47.0
Turkmenistan,TKM,795,EUR,2005,4747839,332.0,146.0,593.0,16000.0,6900.0,28000.0,predicted,25.0,22.0,28.0,1200.0,1000.0,1400.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,175.0,143.0,210.0,8300.0,6800.0,10000.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,38.0,32.0,47.0
Turkmenistan,TKM,795,EUR,2006,4801595,300.0,134.0,532.0,14000.0,6400.0,26000.0,predicted,25.0,22.0,28.0,1200.0,1000.0,1400.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,160.0,132.0,192.0,7700.0,6300.0,9200.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,42.0,35.0,51.0
Turkmenistan,TKM,795,EUR,2007,4858236,266.0,119.0,472.0,13000.0,5800.0,23000.0,predicted,25.0,22.0,28.0,1200.0,1000.0,1400.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,146.0,120.0,174.0,7100.0,5800.0,8400.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,48.0,41.0,59.0
Turkmenistan,TKM,795,EUR,2008,4917543,233.0,107.0,408.0,11000.0,5200.0,20000.0,predicted,25.0,22.0,28.0,1200.0,1100.0,1400.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,131.0,108.0,155.0,6400.0,5300.0,7600.0,Mortality,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,59.0,49.0,71.0
